newspaper,league,date,url
The Wichita daily eagle. [volume],players league,1890-07-18,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-07-18/ed-1/seq-7.pdf
Wheeling Sunday register. [volume],players league,1890-11-30,https://chroniclingamerica.loc.gov/lccn/sn86092523/1890-11-30/ed-1/seq-3.pdf
Evening journal. [volume],players league,1915-08-17,https://chroniclingamerica.loc.gov/lccn/sn85042354/1915-08-17/ed-1/seq-10.pdf
The Daily Missoulian. [volume],players league,1914-11-29,https://chroniclingamerica.loc.gov/lccn/sn83025316/1914-11-29/ed-1/seq-6.pdf
The Milwaukee leader. [volume],players league,1914-11-13,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-11-13/ed-1/seq-10.pdf
The Richmond palladium and sun-telegram. [volume],players league,1907-12-08,https://chroniclingamerica.loc.gov/lccn/sn86058226/1907-12-08/ed-1/seq-2.pdf
The Marion daily mirror.,players league,1907-04-27,https://chroniclingamerica.loc.gov/lccn/sn88077573/1907-04-27/ed-1/seq-12.pdf
The Daily Alaska empire. [volume],players league,1947-01-10,https://chroniclingamerica.loc.gov/lccn/sn83045499/1947-01-10/ed-1/seq-3.pdf
Daily Yellowstone journal. [volume],players league,1890-11-23,https://chroniclingamerica.loc.gov/lccn/sn86075021/1890-11-23/ed-1/seq-4.pdf
Daily Yellowstone journal. [volume],players league,1890-12-21,https://chroniclingamerica.loc.gov/lccn/sn86075021/1890-12-21/ed-1/seq-4.pdf
Fisherman & farmer. [volume],players league,1890-06-13,https://chroniclingamerica.loc.gov/lccn/sn91068084/1890-06-13/ed-1/seq-7.pdf
Waterbury evening Democrat. [volume],players league,1890-11-11,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-11-11/ed-1/seq-1.pdf
The Bridgeport evening farmer. [volume],players league,1913-01-14,https://chroniclingamerica.loc.gov/lccn/sn84022472/1913-01-14/ed-1/seq-7.pdf
Atlanta Georgian. [volume],players league,1914-01-11,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-01-11/ed-1/seq-11.pdf
Pittsburg dispatch. [volume],players league,1890-11-14,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-11-14/ed-1/seq-8.pdf
Honolulu star-bulletin. [volume],players league,1914-08-22,https://chroniclingamerica.loc.gov/lccn/sn82014682/1914-08-22/ed-1/seq-9.pdf
The Montgomery advertiser. [volume],players league,1915-01-17,https://chroniclingamerica.loc.gov/lccn/sn84020645/1915-01-17/ed-1/seq-13.pdf
The Washington times. [volume],players league,1929-12-10,https://chroniclingamerica.loc.gov/lccn/sn84026749/1929-12-10/ed-1/seq-24.pdf
Pittsburg dispatch. [volume],players league,1890-07-14,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-07-14/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-01-10,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-01-10/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-08-20,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-08-20/ed-1/seq-6.pdf
People's voice. [volume],players league,1896-07-09,https://chroniclingamerica.loc.gov/lccn/sn85032801/1896-07-09/ed-1/seq-2.pdf
The Jersey City news.,players league,1890-05-20,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-05-20/ed-1/seq-3.pdf
Pine Bluff daily graphic.,players league,1908-09-25,https://chroniclingamerica.loc.gov/lccn/sn89051168/1908-09-25/ed-1/seq-2.pdf
The Herald-news.,players league,1952-06-26,https://chroniclingamerica.loc.gov/lccn/sn86075271/1952-06-26/ed-1/seq-12.pdf
Tulsa daily world. [volume],players league,1911-06-18,https://chroniclingamerica.loc.gov/lccn/sn85042344/1911-06-18/ed-1/seq-11.pdf
The Ogden standard. [volume],players league,1915-03-24,https://chroniclingamerica.loc.gov/lccn/sn85058396/1915-03-24/ed-1/seq-2.pdf
The evening times. [volume],players league,1913-02-18,https://chroniclingamerica.loc.gov/lccn/sn85042373/1913-02-18/ed-1/seq-14.pdf
Rock Island Argus.,players league,1915-02-11,https://chroniclingamerica.loc.gov/lccn/sn92053934/1915-02-11/ed-1/seq-10.pdf
The Ogden standard. [volume],players league,1915-10-16,https://chroniclingamerica.loc.gov/lccn/sn85058396/1915-10-16/ed-1/seq-2.pdf
Great Falls tribune. [volume],players league,1921-02-11,https://chroniclingamerica.loc.gov/lccn/sn83045217/1921-02-11/ed-1/seq-10.pdf
The Key West citizen. [volume],players league,1940-11-12,https://chroniclingamerica.loc.gov/lccn/sn83016244/1940-11-12/ed-1/seq-3.pdf
Evening journal. [volume],players league,1915-10-01,https://chroniclingamerica.loc.gov/lccn/sn85042354/1915-10-01/ed-1/seq-17.pdf
Pittsburg dispatch. [volume],players league,1890-03-02,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-03-02/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-05-06,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-06/ed-1/seq-12.pdf
Pittsburg dispatch. [volume],players league,1890-03-16,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-03-16/ed-1/seq-6.pdf
El Paso herald.,players league,1918-01-30,https://chroniclingamerica.loc.gov/lccn/sn88084272/1918-01-30/ed-1/seq-12.pdf
The Jersey City news.,players league,1890-04-24,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-04-24/ed-1/seq-3.pdf
Evening journal. [volume],players league,1910-01-29,https://chroniclingamerica.loc.gov/lccn/sn85042354/1910-01-29/ed-1/seq-6.pdf
The Bridgeport times and evening farmer.,players league,1918-01-14,https://chroniclingamerica.loc.gov/lccn/sn92051227/1918-01-14/ed-1/seq-8.pdf
Pittsburg dispatch. [volume],players league,1890-04-20,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-20/ed-1/seq-7.pdf
The Fargo forum and daily republican. [volume],players league,1909-06-19,https://chroniclingamerica.loc.gov/lccn/sn85042224/1909-06-19/ed-1/seq-15.pdf
Atlanta Georgian. [volume],players league,1914-10-07,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-10-07/ed-8/seq-7.pdf
Lancaster daily intelligencer. [volume],players league,1890-05-24,https://chroniclingamerica.loc.gov/lccn/sn83032300/1890-05-24/ed-1/seq-3.pdf
Pittsburg dispatch. [volume],players league,1890-04-28,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-28/ed-1/seq-6.pdf
The Brattleboro daily reformer.,players league,1916-01-08,https://chroniclingamerica.loc.gov/lccn/sn86071593/1916-01-08/ed-1/seq-4.pdf
Albuquerque morning journal. [volume],players league,1913-12-11,https://chroniclingamerica.loc.gov/lccn/sn84031081/1913-12-11/ed-1/seq-3.pdf
Pittsburg dispatch. [volume],players league,1890-11-02,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-11-02/ed-1/seq-14.pdf
Evening journal. [volume],players league,1916-06-27,https://chroniclingamerica.loc.gov/lccn/sn85042354/1916-06-27/ed-1/seq-12.pdf
The evening tribune.,players league,1897-04-16,https://chroniclingamerica.loc.gov/lccn/sn92064073/1897-04-16/ed-1/seq-2.pdf
The Cheyenne daily leader. [volume],players league,1890-10-15,https://chroniclingamerica.loc.gov/lccn/sn86072173/1890-10-15/ed-1/seq-4.pdf
The Salt Lake herald. [volume],players league,1890-11-13,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-11-13/ed-1/seq-1.pdf
Newark evening star and Newark advertiser. [volume],players league,1914-12-23,https://chroniclingamerica.loc.gov/lccn/sn91064011/1914-12-23/ed-1/seq-15.pdf
Atlanta Georgian. [volume],players league,1914-01-11,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-01-11/ed-2/seq-11.pdf
Fort Worth daily gazette.,players league,1890-04-25,https://chroniclingamerica.loc.gov/lccn/sn86064205/1890-04-25/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-08-18,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-08-18/ed-1/seq-2.pdf
Wheeling Sunday register. [volume],players league,1890-10-12,https://chroniclingamerica.loc.gov/lccn/sn86092523/1890-10-12/ed-1/seq-3.pdf
The Waterbury Democrat. [volume],players league,1940-07-05,https://chroniclingamerica.loc.gov/lccn/sn82014085/1940-07-05/ed-1/seq-17.pdf
Atlanta Georgian. [volume],players league,1914-10-07,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-10-07/ed-6/seq-7.pdf
The Cheyenne daily leader. [volume],players league,1891-01-10,https://chroniclingamerica.loc.gov/lccn/sn86072173/1891-01-10/ed-1/seq-4.pdf
Wichita eagle. [volume],players league,1890-02-02,https://chroniclingamerica.loc.gov/lccn/sn85032490/1890-02-02/ed-1/seq-12.pdf
The Milwaukee leader. [volume],players league,1914-12-05,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-12-05/ed-1/seq-9.pdf
Harrisburg telegraph. [volume],players league,1915-01-15,https://chroniclingamerica.loc.gov/lccn/sn85038411/1915-01-15/ed-1/seq-10.pdf
Chicago eagle. [volume],players league,1916-02-19,https://chroniclingamerica.loc.gov/lccn/sn84025828/1916-02-19/ed-1/seq-8.pdf
The Tacoma times. [volume],players league,1914-06-06,https://chroniclingamerica.loc.gov/lccn/sn88085187/1914-06-06/ed-1/seq-2.pdf
Omaha daily bee.,players league,1914-06-07,https://chroniclingamerica.loc.gov/lccn/sn99021999/1914-06-07/ed-1/seq-44.pdf
Pittsburg dispatch. [volume],players league,1889-12-29,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-12-29/ed-1/seq-6.pdf
The Wichita daily eagle. [volume],players league,1890-11-18,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-11-18/ed-1/seq-3.pdf
Lancaster daily intelligencer. [volume],players league,1889-12-07,https://chroniclingamerica.loc.gov/lccn/sn83032300/1889-12-07/ed-1/seq-5.pdf
Pittsburg dispatch. [volume],players league,1890-05-12,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-12/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-10-25,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-10-25/ed-1/seq-6.pdf
The Jersey City news.,players league,1890-06-06,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-06-06/ed-1/seq-3.pdf
The Milwaukee leader. [volume],players league,1914-12-16,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-12-16/ed-1/seq-5.pdf
Daily Yellowstone journal. [volume],players league,1890-08-17,https://chroniclingamerica.loc.gov/lccn/sn86075021/1890-08-17/ed-1/seq-4.pdf
Evening public ledger. [volume],players league,1915-01-15,https://chroniclingamerica.loc.gov/lccn/sn83045211/1915-01-15/ed-1/seq-14.pdf
The Fargo forum and daily republican. [volume],players league,1910-02-16,https://chroniclingamerica.loc.gov/lccn/sn85042224/1910-02-16/ed-1/seq-3.pdf
The Minneapolis journal. [volume],players league,1906-03-04,https://chroniclingamerica.loc.gov/lccn/sn83045366/1906-03-04/ed-1/seq-45.pdf
The Bridgeport times and evening farmer.,players league,1919-04-14,https://chroniclingamerica.loc.gov/lccn/sn92051227/1919-04-14/ed-1/seq-8.pdf
Atlanta Georgian. [volume],players league,1914-10-07,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-10-07/ed-2/seq-7.pdf
The Montgomery advertiser. [volume],players league,1915-02-21,https://chroniclingamerica.loc.gov/lccn/sn84020645/1915-02-21/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1889-12-22,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-12-22/ed-1/seq-6.pdf
Daily Yellowstone journal. [volume],players league,1890-08-03,https://chroniclingamerica.loc.gov/lccn/sn86075021/1890-08-03/ed-1/seq-4.pdf
The Milwaukee leader. [volume],players league,1915-02-26,https://chroniclingamerica.loc.gov/lccn/sn83045293/1915-02-26/ed-1/seq-8.pdf
The Milwaukee leader. [volume],players league,1915-02-02,https://chroniclingamerica.loc.gov/lccn/sn83045293/1915-02-02/ed-1/seq-4.pdf
Daily Yellowstone journal. [volume],players league,1890-06-24,https://chroniclingamerica.loc.gov/lccn/sn86075021/1890-06-24/ed-1/seq-4.pdf
Lancaster daily intelligencer. [volume],players league,1890-06-21,https://chroniclingamerica.loc.gov/lccn/sn83032300/1890-06-21/ed-1/seq-5.pdf
Bismarck daily tribune. [volume],players league,1916-08-15,https://chroniclingamerica.loc.gov/lccn/sn85042242/1916-08-15/ed-1/seq-8.pdf
The Bridgeport times and evening farmer.,players league,1919-06-10,https://chroniclingamerica.loc.gov/lccn/sn92051227/1919-06-10/ed-1/seq-11.pdf
The Ogden standard. [volume],players league,1914-06-20,https://chroniclingamerica.loc.gov/lccn/sn85058396/1914-06-20/ed-1/seq-16.pdf
The Fargo forum and daily republican. [volume],players league,1914-01-13,https://chroniclingamerica.loc.gov/lccn/sn85042224/1914-01-13/ed-1/seq-8.pdf
Evening journal. [volume],players league,1914-07-24,https://chroniclingamerica.loc.gov/lccn/sn85042354/1914-07-24/ed-1/seq-12.pdf
Pine Bluff daily graphic.,players league,1908-09-27,https://chroniclingamerica.loc.gov/lccn/sn89051168/1908-09-27/ed-1/seq-5.pdf
The Daily Alaska empire. [volume],players league,1936-09-19,https://chroniclingamerica.loc.gov/lccn/sn83045499/1936-09-19/ed-1/seq-7.pdf
Sacramento daily record-union. [volume],players league,1890-11-13,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-11-13/ed-1/seq-1.pdf
Pittsburg dispatch. [volume],players league,1890-01-18,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-01-18/ed-1/seq-6.pdf
The Roanoke times. [volume],players league,1890-10-10,https://chroniclingamerica.loc.gov/lccn/sn86071868/1890-10-10/ed-1/seq-4.pdf
Pine Bluff daily graphic.,players league,1914-12-09,https://chroniclingamerica.loc.gov/lccn/sn89051168/1914-12-09/ed-1/seq-5.pdf
The Laramie Republican.,players league,1914-12-26,https://chroniclingamerica.loc.gov/lccn/sn92066979/1914-12-26/ed-1/seq-5.pdf
Pittsburg dispatch. [volume],players league,1890-06-08,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-06-08/ed-1/seq-14.pdf
Pittsburg dispatch. [volume],players league,1890-04-29,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-29/ed-1/seq-6.pdf
Arizona weekly citizen. [volume],players league,1890-08-23,https://chroniclingamerica.loc.gov/lccn/sn82015133/1890-08-23/ed-1/seq-3.pdf
The Detroit times. [volume],players league,1915-01-23,https://chroniclingamerica.loc.gov/lccn/sn83016689/1915-01-23/ed-1/seq-6.pdf
The Richmond Virginian.,players league,1916-01-29,https://chroniclingamerica.loc.gov/lccn/sn90052005/1916-01-29/ed-1/seq-7.pdf
Atlanta Georgian. [volume],players league,1914-10-07,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-10-07/ed-3/seq-7.pdf
Atlanta Georgian. [volume],players league,1914-10-08,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-10-08/ed-1/seq-7.pdf
Atlanta Georgian. [volume],players league,1914-10-07,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-10-07/ed-7/seq-7.pdf
The Montgomery advertiser. [volume],players league,1914-12-01,https://chroniclingamerica.loc.gov/lccn/sn84020645/1914-12-01/ed-1/seq-9.pdf
The Washington times. [volume],players league,1915-01-06,https://chroniclingamerica.loc.gov/lccn/sn84026749/1915-01-06/ed-1/seq-11.pdf
The Wichita daily eagle. [volume],players league,1890-09-23,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-09-23/ed-1/seq-2.pdf
The Wichita daily eagle. [volume],players league,1891-03-01,https://chroniclingamerica.loc.gov/lccn/sn82014635/1891-03-01/ed-1/seq-7.pdf
Pittsburg dispatch. [volume],players league,1890-06-08,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-06-08/ed-1/seq-6.pdf
The Daily Alaska empire. [volume],players league,1936-08-27,https://chroniclingamerica.loc.gov/lccn/sn83045499/1936-08-27/ed-1/seq-5.pdf
Harrisburg telegraph. [volume],players league,1915-01-14,https://chroniclingamerica.loc.gov/lccn/sn85038411/1915-01-14/ed-1/seq-10.pdf
Albuquerque citizen. [volume],players league,1908-10-12,https://chroniclingamerica.loc.gov/lccn/sn84020616/1908-10-12/ed-1/seq-6.pdf
The Bridgeport evening farmer. [volume],players league,1916-06-08,https://chroniclingamerica.loc.gov/lccn/sn84022472/1916-06-08/ed-1/seq-9.pdf
The Alaska daily empire. [volume],players league,1921-02-12,https://chroniclingamerica.loc.gov/lccn/sn84020657/1921-02-12/ed-1/seq-5.pdf
Casper daily tribune. [volume],players league,1923-12-10,https://chroniclingamerica.loc.gov/lccn/sn86072160/1923-12-10/ed-1/seq-5.pdf
The Daily Alaska empire. [volume],players league,1931-10-27,https://chroniclingamerica.loc.gov/lccn/sn83045499/1931-10-27/ed-1/seq-2.pdf
The Montgomery advertiser. [volume],players league,1915-02-03,https://chroniclingamerica.loc.gov/lccn/sn84020645/1915-02-03/ed-1/seq-14.pdf
The Brattleboro daily reformer.,players league,1915-03-19,https://chroniclingamerica.loc.gov/lccn/sn86071593/1915-03-19/ed-1/seq-4.pdf
Anadarko daily democrat. [volume],players league,1902-05-27,https://chroniclingamerica.loc.gov/lccn/sn97070123/1902-05-27/ed-1/seq-3.pdf
Pittsburg dispatch. [volume],players league,1890-02-26,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-02-26/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-10-10,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-10-10/ed-1/seq-6.pdf
The Cheyenne daily leader. [volume],players league,1890-10-21,https://chroniclingamerica.loc.gov/lccn/sn86072173/1890-10-21/ed-1/seq-2.pdf
Pittsburg dispatch. [volume],players league,1891-01-25,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-01-25/ed-1/seq-6.pdf
The Milwaukee leader. [volume],players league,1914-09-30,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-09-30/ed-1/seq-5.pdf
El Paso herald.,players league,1919-09-06,https://chroniclingamerica.loc.gov/lccn/sn88084272/1919-09-06/ed-1/seq-14.pdf
The Butler weekly times.,players league,1916-11-09,https://chroniclingamerica.loc.gov/lccn/sn89066489/1916-11-09/ed-1/seq-6.pdf
Evening journal. [volume],players league,1909-12-22,https://chroniclingamerica.loc.gov/lccn/sn85042354/1909-12-22/ed-1/seq-6.pdf
The Detroit times. [volume],players league,1910-11-25,https://chroniclingamerica.loc.gov/lccn/sn83016689/1910-11-25/ed-2/seq-6.pdf
Atlanta Georgian. [volume],players league,1913-01-08,https://chroniclingamerica.loc.gov/lccn/sn89053729/1913-01-08/ed-1/seq-14.pdf
Atlanta Georgian. [volume],players league,1913-01-08,https://chroniclingamerica.loc.gov/lccn/sn89053729/1913-01-08/ed-2/seq-14.pdf
The Milwaukee leader. [volume],players league,1914-12-11,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-12-11/ed-1/seq-11.pdf
The Milwaukee leader. [volume],players league,1914-10-27,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-10-27/ed-1/seq-5.pdf
The Milwaukee leader. [volume],players league,1914-11-20,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-11-20/ed-1/seq-11.pdf
The Milwaukee leader. [volume],players league,1915-01-30,https://chroniclingamerica.loc.gov/lccn/sn83045293/1915-01-30/ed-1/seq-8.pdf
Crawford avalanche.,players league,1890-06-05,https://chroniclingamerica.loc.gov/lccn/sn96076998/1890-06-05/ed-1/seq-1.pdf
Atlanta Georgian. [volume],players league,1914-01-11,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-01-11/ed-3/seq-11.pdf
Norwich bulletin. [volume],players league,1910-02-05,https://chroniclingamerica.loc.gov/lccn/sn82014086/1910-02-05/ed-1/seq-3.pdf
The Bridgeport evening farmer. [volume],players league,1912-04-23,https://chroniclingamerica.loc.gov/lccn/sn84022472/1912-04-23/ed-1/seq-7.pdf
